Bank,Tenant,Trans Date,Account,Contact,Amount,Type,Line Description
Bank E,BrightSmile Dental,16-Feb-2025 00:00:00,Income Control Account,ATOA,£ 80.40,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1739696950421 FROM MRS CHARLOTTE ELIZABETH DOBSON
Bank E,BrightSmile Dental,09-May-2024 00:00:00,Income Control Account,American Express,£ 140.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7126735877 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,17-Mar-2025 00:00:00,Income Control Account,American Express,£ 26.29,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420950206 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,19-Feb-2025 00:00:00,Income Control Account,American Express,£ 52.58,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420944076 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,23-Aug-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1724422497622 FROM HANCOCK C L
Bank E,BrightSmile Dental,07-Jan-2025 00:00:00,Income Control Account,American Express,£ 173.44,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420959918 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,20-Sep-2024 00:00:00,Income Control Account,American Express,£ 26.29,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420969792 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,12-Jun-2024 00:00:00,Income Control Account,ATOA,£ 53.60,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1718198327899 FROM T ENSOR
Bank E,BrightSmile Dental,07-May-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1715078771124 FROM PAGE R
Bank E,BrightSmile Dental,12-Apr-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1712915262981 FROM QURESHI D
Bank E,BrightSmile Dental,14-Jan-2025 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1736872869706 FROM C MOLONEY
Bank E,BrightSmile Dental,28-Jan-2025 00:00:00,Income Control Account,ATOA,£ 176.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1738070775059 FROM G HARRIS
Bank E,BrightSmile Dental,10-Sep-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1725980429372 FROM HODIERNE RUTH S
Bank E,BrightSmile Dental,15-Aug-2024 00:00:00,Income Control Account,American Express,£ 34.33,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420959579 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,19-Feb-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1739967280611 FROM JESSE LAW
Bank E,BrightSmile Dental,03-Jul-2024 00:00:00,Income Control Account,ATOA,£ 53.60,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1719995631735 FROM MARCH P & J
Bank E,BrightSmile Dental,07-Oct-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1728295180390 FROM L DIXON
Bank E,BrightSmile Dental,16-Oct-2024 00:00:00,Income Control Account,American Express,£ 26.29,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420959579 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,07-Jun-2024 00:00:00,Laboratory Fees,Sussex Dental Design,£ 601.25,ACCPAYPAYMENT,Sussex Dental Design -A/c no. 721 - April 24
Bank E,BrightSmile Dental,26-Nov-2024 00:00:00,Laboratory Fees,Sussex Dental Design,£ 892.65,ACCPAYPAYMENT,Dr Alastair Mackay - A/c No. 132 - Oct 24
Bank E,BrightSmile Dental,31-Mar-2025 00:00:00,Laboratory Fees,XR Mouth guards,-£ 23.75,ACCPAYPAYMENT,Early payment discount 5%
Bank E,BrightSmile Dental,18-Jun-2024 00:00:00,Laboratory Fees,Sheppey Dental Lab,£ 20.00,ACCPAYPAYMENT,Sheppey Dental Lab - I001701
Bank E,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,American Express,£ 26.29,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420959579 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,11-Aug-2024 00:00:00,Income Control Account,ATOA,£ 175.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1723369316430 FROM R BENAMMAR
Bank E,BrightSmile Dental,30-Jan-2025 00:00:00,Equipment Leasing,Micro Minder,"£ 1,112.79",SPEND,"DIRECT DEBIT PAYMENT TO MICRO MINDER PLC REF TN377AG-BATTLE, MANDATE NO 0034"
Bank E,BrightSmile Dental,09-Aug-2024 00:00:00,Income Control Account,American Express,£ 140.77,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420964959 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,23-May-2024 00:00:00,Income Control Account,ATOA,£ 30.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1716463761588 FROM DAVIES CHARLOTTE LR
Bank E,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1725274157133 FROM TAMSIN ROSER
Bank E,BrightSmile Dental,13-Sep-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1726222888344 FROM PETERS CL
Bank E,BrightSmile Dental,05-Sep-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1725546058304 FROM D NAYLOR
Bank E,BrightSmile Dental,25-Oct-2024 00:00:00,Income Control Account,ATOA,£ 150.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1729873250669 FROM MARCH LS/2020
Bank E,BrightSmile Dental,10-Dec-2024 00:00:00,Equipment Leasing,EXCELHEALTHCARE,£ 30.00,SPEND,"DIRECT DEBIT PAYMENT TO EXCELHEALTHCARE REF M5VQCEH, MANDATE NO 0232"
Bank E,BrightSmile Dental,05-Oct-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1728119634202 FROM IAN TOWN
Bank E,BrightSmile Dental,18-Mar-2025 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1742308499478 FROM BURLEY T
Bank E,BrightSmile Dental,15-Jan-2025 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1736938250476 FROM MR RICHARD ARTHUR ROSE
Bank E,BrightSmile Dental,25-Jun-2024 00:00:00,Income Control Account,American Express,£ 96.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7126735877 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,14-Jan-2025 00:00:00,Income Control Account,American Express,£ 343.74,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420944076 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,21-Nov-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1732186917238 FROM O DAIR M
Bank E,BrightSmile Dental,04-Apr-2024 00:00:00,Income Control Account,ATOA,£ 53.60,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1712217627761 FROM C ROBINSON
Bank E,BrightSmile Dental,26-Sep-2024 00:00:00,Income Control Account,American Express,£ 147.54,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420975328 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,27-Dec-2024 00:00:00,Income Control Account,American Express,£ 94.96,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420942724 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,08-Nov-2024 00:00:00,Income Control Account,ATOA,£ 73.50,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1731078911221 FROM M LOVERGNE
Bank E,BrightSmile Dental,31-Mar-2025 00:00:00,Laboratory Fees,XR Mouth guards,-£ 11.25,ACCPAYPAYMENT,Early payment discount 5%
Bank E,BrightSmile Dental,26-Apr-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1714110679236 FROM DYLAN TYRRELL
Bank E,BrightSmile Dental,09-Sep-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1725895800708 FROM JJ+JC DAVIS
Bank E,BrightSmile Dental,25-Feb-2025 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1740493986539 FROM MISS CARLA JANE BISHOPP
Bank E,BrightSmile Dental,27-Mar-2025 00:00:00,Income Control Account,American Express,£ 26.29,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420959579 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,20-Nov-2024 00:00:00,Income Control Account,American Express,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7126735877 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,12-Nov-2024 00:00:00,Income Control Account,American Express,£ 26.29,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420944076 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,20-Jan-2025 00:00:00,Income Control Account,American Express,£ 235.73,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420969792 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,01-Nov-2024 00:00:00,Income Control Account,American Express,£ 72.10,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420914293 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,06-Apr-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1712395734548 FROM RYAN J F TPM
Bank E,BrightSmile Dental,11-Jun-2024 00:00:00,Income Control Account,American Express,£ 26.29,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420942724 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,02-Jun-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1717338013641 FROM M MANSFIELD
Bank E,BrightSmile Dental,06-Nov-2024 00:00:00,Income Control Account,American Express,£ 245.25,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420959918 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,04-Jun-2024 00:00:00,Income Control Account,ATOA,£ 126.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1717511606404 FROM C ALDOUS
Bank E,BrightSmile Dental,12-Feb-2025 00:00:00,Income Control Account,American Express,£ 26.29,RECEIVE,FASTER PAYMENTS RECEIPT REF.AX7420944076 FROM AMERICAN EXPRESS PAYMENT SERVICES
Bank E,BrightSmile Dental,02-Dec-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1733112484840 FROM ZIA S
Bank E,BrightSmile Dental,17-May-2024 00:00:00,Income Control Account,ATOA,£ 150.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1715946749163 FROM CHARLES SMITH
Bank E,BrightSmile Dental,12-Feb-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1739370812906 FROM FREDERICK VAN DER VELDE
Bank E,BrightSmile Dental,28-Aug-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1724831681745 FROM D WILLIAMS
Bank E,BrightSmile Dental,02-Sep-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1725274748927 FROM MR ROBERT COLE
Bank E,BrightSmile Dental,01-Jul-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1719821549304 FROM TOWLER SEC
Bank E,BrightSmile Dental,29-Jan-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1738164294759 FROM BIRCH R
Bank E,BrightSmile Dental,18-Oct-2024 00:00:00,Materials,MEDIDENT,£ 37.87,ACCPAYPAYMENT,Being foshan latch contra angle
Bank E,BrightSmile Dental,19-Dec-2024 00:00:00,Materials,MEDIDENT,£ 139.20,ACCPAYPAYMENT,General Supply
Bank E,BrightSmile Dental,28-Aug-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1724838230761 FROM MISS HANNAH ELIZABETH MAPLESDEN
Bank E,BrightSmile Dental,28-Mar-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1743179275376 FROM AMAR AED
Bank E,BrightSmile Dental,13-Jun-2024 00:00:00,Income Control Account,ATOA,£ 195.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1718272276042 FROM PEATMAN HARRIET A
Bank E,BrightSmile Dental,14-Jun-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1718363136507 FROM M JONES
Bank E,BrightSmile Dental,11-Mar-2025 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1741691986965 FROM ANDREA TERCERO
Bank E,BrightSmile Dental,23-Nov-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1732360890359 FROM ANGOVE D N /2015
Bank E,BrightSmile Dental,19-Sep-2024 00:00:00,Income Control Account,ATOA,£ 6.20,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1726758857982 FROM COLLINS HARRY M
Bank E,BrightSmile Dental,27-Aug-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1724785516373 FROM BECKY HOBDAY
Bank E,BrightSmile Dental,08-Feb-2025 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1739014666392 FROM A JONES
Bank E,BrightSmile Dental,01-Nov-2024 00:00:00,Telecommunications,Yo Network - YO23081817LT,£ 414.60,ACCPAYPAYMENT,Yo Network services - YO23081817LT - 325879
Bank E,BrightSmile Dental,03-Mar-2025 00:00:00,Telecommunications,Yo network Services - YO23081813LT,£ 192.00,ACCPAYPAYMENT,Yo network Services - YO23081813LT - 331542
Bank E,BrightSmile Dental,03-Feb-2025 00:00:00,"Power, Light and Heat",SSE - Eastbourne (Gas),£ 312.87,ACCPAYPAYMENT,SSE - 8700251060 - IV00200021
Bank E,BrightSmile Dental,09-Jun-2024 00:00:00,Bank H,EBAY,£ 829.99,SPEND,"CARD PAYMENT TO EBAY O*26-11651-89657,829.99 GBP ON 07-06-2024"
Bank E,BrightSmile Dental,20-Jun-2024 00:00:00,Printing and Stationery,BSG,£ 22.20,ACCPAYPAYMENT,BSG - SINV01607564
Bank E,BrightSmile Dental,13-May-2024 00:00:00,Legal and Professional Fees,County Court,£ 237.75,SPEND,TRANSFER TO JANE COURTLEY REFERENCE CLAIM
Bank E,BrightSmile Dental,18-Dec-2024 00:00:00,Cleaning,BSG,£ 10.20,ACCPAYPAYMENT,2 Ply white 200 sheets toilet roll
Bank E,BrightSmile Dental,23-Sep-2024 00:00:00,Cleaning,BSG,£ 10.20,ACCPAYPAYMENT,2-Ply White 200 Sheet Toilet Roll (Pack of 36) TWH200T
Bank E,BrightSmile Dental,18-Dec-2024 00:00:00,Printing and Stationery,BSG,£ 44.40,ACCPAYPAYMENT,A4 white copies paper( 2500 sheets)
Bank E,BrightSmile Dental,25-Feb-2025 00:00:00,Cleaning,BSG,£ 10.20,ACCPAYPAYMENT,2-Ply White 200 Sheet Toilet Roll (Pack of 36) TWH200T
Bank E,BrightSmile Dental,09-Jan-2025 00:00:00,Card Processing Fees,ATOA,£ 16.02,SPEND,"DIRECT DEBIT PAYMENT TO ATOA REF GOVITI2FF5H007IJUV, MANDATE NO 0440"
Bank E,BrightSmile Dental,25-Apr-2024 00:00:00,Computer Running Costs,Software Of Excellence,£ 371.21,ACCPAYPAYMENT,"Software Of Excellence - 
UKMKY02"
Bank E,BrightSmile Dental,28-May-2024 00:00:00,Computer Running Costs,Software Of Excellence,£ 301.13,ACCPAYPAYMENT,"Software Of Excellence - 
UKWTQ01"
Bank E,BrightSmile Dental,12-Sep-2024 00:00:00,Associate Accrual,Karun Pudasaini,£ 140.00,SPEND,TRANSFER VIA FASTER PAYMENT TO KARUN PUDASAINI REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,14-Feb-2025 00:00:00,Associate Accrual,Aarya H Nair,£ 929.16,SPEND,"BILL PAYMENT VIA FASTER PAYMENT TO AARYA H NAIR REFERENCE ASSOCIATE PAY , MANDATE NO MPG"
Bank E,BrightSmile Dental,16-Dec-2024 00:00:00,Associate Accrual,ROSEMI THEKKEYIL,"£ 1,665.60",SPEND,TRANSFER VIA FASTER PAYMENT TO ROSEMI THEKKEYIL REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,13-Sep-2024 00:00:00,Associate Accrual,GAUTHAMI MURALIDHARAN,"£ 2,475.00",SPEND,TRANSFER VIA FASTER PAYMENT TO GAUTHAMI MURALIDHARAN NAIR REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,03-Mar-2025 00:00:00,Associate Fees,NHS,£ 292.50,ACCRECPAYMENT,Trainer's Grant
Bank E,BrightSmile Dental,16-Nov-2024 00:00:00,Associate Accrual,ANJALY SUKUMARAN,"£ 5,445.76",SPEND,TRANSFER VIA FASTER PAYMENT TO ANJALY SUKUMARAN REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,09-May-2024 00:00:00,Wages and salaries control,BATOOL ALHUNAETE,"£ 3,466.66",SPEND,
Bank E,BrightSmile Dental,05-Aug-2024 00:00:00,Wages and salaries control,Jasmine Stephenson,£ 732.16,SPEND,
Bank E,BrightSmile Dental,19-Jun-2024 00:00:00,Materials,Next Dental,£ 892.97,ACCPAYPAYMENT,South Cliff Dental Group - Eastbourne NHS
Bank E,BrightSmile Dental,31-Jul-2024 00:00:00,Income Control Account,ATOA,£ 150.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1722445921308 FROM S FLETCHER
Bank E,BrightSmile Dental,10-Jul-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1720625888321 FROM BRITTON PM + MD
Bank E,BrightSmile Dental,25-Nov-2024 00:00:00,Income Control Account,ATOA,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1732540220650 FROM MR SAM VANDERGRIFT
Bank E,BrightSmile Dental,29-Oct-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1730195449038 FROM FLYNN D
Bank E,BrightSmile Dental,04-Dec-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1733331229375 FROM HOLMES AARON R
Bank E,BrightSmile Dental,31-May-2024 00:00:00,Income Control Account,ATOA,£ 26.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.ATOA1717167189263 FROM S MOHAMMED
Bank E,BrightSmile Dental,26-Feb-2025 00:00:00,Laboratory Fees,Sussex Dental Design,"£ 1,390.75",ACCPAYPAYMENT,Mags Case - A/c No. 75 - Jan 25
Bank E,BrightSmile Dental,31-Mar-2025 00:00:00,Laboratory Fees,XR Mouth guards,£ 320.00,ACCPAYPAYMENT,Night guard
Bank E,BrightSmile Dental,31-Aug-2024 00:00:00,Materials,Next Dental,£ 49.51,ACCPAYPAYMENT,South Cliff Dental Group - Eastbourne Trinity NR NHS
Bank E,BrightSmile Dental,11-Oct-2024 00:00:00,Materials,Next Dental,"£ 1,539.85",ACCPAYPAYMENT,South Cliff Dental Group - Minster On Sea NHS
Bank E,BrightSmile Dental,19-May-2024 00:00:00,Materials,Next Dental,£ 986.08,ACCPAYPAYMENT,South Cliff Dental Group - Moulsecoomb NHS
Bank E,BrightSmile Dental,01-Aug-2024 00:00:00,Materials,Next Dental,£ 72.98,ACCPAYPAYMENT,South Cliff Dental Group - Eastbourne Trinity NR NHS
Bank E,BrightSmile Dental,11-Oct-2024 00:00:00,Materials,Next Dental,"£ 1,325.82",ACCPAYPAYMENT,South Cliff Dental Group - Moulsecoomb NHS
Bank E,BrightSmile Dental,20-Sep-2024 00:00:00,Materials,Next Dental,£ 859.76,ACCPAYPAYMENT,South Cliff Dental Group - Eastbourne Trinity NHS
Bank E,BrightSmile Dental,03-Jul-2024 00:00:00,Materials,Next Dental,"£ 2,308.94",ACCPAYPAYMENT,South Cliff Dental Group - Hastings NHS
Bank E,BrightSmile Dental,30-Sep-2024 00:00:00,General Waste,Veolia,£ 50.69,ACCPAYPAYMENT,Euro 1100 Ltr Lift commercial collection
Bank E,BrightSmile Dental,27-Sep-2024 00:00:00,Materials,Next Dental,"£ 1,539.85",ACCPAYPAYMENT,South Cliff Dental Group - Minster On Sea NHS
Bank E,BrightSmile Dental,05-Jun-2024 00:00:00,Materials,Next Dental,"£ 1,576.84",ACCPAYPAYMENT,South Cliff Dental Group - Horsham NHS
Bank E,BrightSmile Dental,03-Jul-2024 00:00:00,Materials,Next Dental,£ 801.82,ACCPAYPAYMENT,South Cliff Dental Group - Hamble NHS
Bank E,BrightSmile Dental,20-Jun-2024 00:00:00,Dale Road inter company loan account,Next Dental,£ 424.65,ACCPAYPAYMENT,South Cliff Dental Group - Shirley Dale NHS
Bank E,BrightSmile Dental,04-Oct-2024 00:00:00,Materials,Next Dental,"£ 1,115.28",ACCPAYPAYMENT,South Cliff Dental Group - Handcross NHS
Bank E,BrightSmile Dental,05-Sep-2024 00:00:00,Materials,Next Dental,£ 920.96,ACCPAYPAYMENT,South Cliff Dental Group - Marlborough NHS
Bank E,BrightSmile Dental,05-Sep-2024 00:00:00,Steyning inter company loan account,Next Dental,"£ 1,814.77",ACCPAYPAYMENT,South Cliff Dental Group - Steyning NHS
Bank E,BrightSmile Dental,07-Oct-2024 00:00:00,Income Control Account,FDMS,"£ 1,377.50",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608374 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,30-Sep-2024 00:00:00,Income Control Account,FDMS,"£ 1,965.10",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608408 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,07-May-2024 00:00:00,Income Control Account,FDMS,£ 354.50,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608465 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,04-Nov-2024 00:00:00,Income Control Account,FDMS,£ 408.10,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608416 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,10-Jul-2024 00:00:00,Income Control Account,FDMS,£ 134.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,21-Aug-2024 00:00:00,Income Control Account,FDMS,"£ 1,927.60",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608440 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,19-Apr-2024 00:00:00,Income Control Account,FDMS,£ 100.30,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608382 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,29-May-2024 00:00:00,Income Control Account,FDMS,"£ 1,424.10",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608374 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,11-Nov-2024 00:00:00,Income Control Account,FDMS,£ 702.40,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608366 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,13-May-2024 00:00:00,Income Control Account,FDMS,"£ 3,788.50",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608424 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,05-Feb-2025 00:00:00,Income Control Account,FDMS,"£ 1,585.70",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT SAFEGUARDING
Bank E,BrightSmile Dental,31-Oct-2024 00:00:00,Income Control Account,FDMS,£ 581.40,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608473 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,12-Aug-2024 00:00:00,Income Control Account,FDMS,£ 860.30,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608358 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,11-Mar-2025 00:00:00,Income Control Account,FDMS,"£ 2,569.80",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT SAFEGUARDING
Bank E,BrightSmile Dental,16-Aug-2024 00:00:00,Income Control Account,FDMS,"£ 1,252.30",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608366 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,20-May-2024 00:00:00,Repairs and Maintenance,Anglian Dental,£ 633.58,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,29-Jul-2024 00:00:00,Income Control Account,FDMS,"£ 1,196.10",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608374 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,03-May-2024 00:00:00,Income Control Account,FDMS,"£ 1,549.00",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608358 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,06-Jun-2024 00:00:00,Income Control Account,FDMS,£ 540.10,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608457 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,13-Nov-2024 00:00:00,Income Control Account,FDMS,£ 873.20,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608341 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
